# MiniBooNE muon reconstruction efficiencies
# taken from slide 42 of Johnathon Jordan's ICHEP 2018 talk
# (https://indico.cern.ch/event/686555/contributions/2975031/attachments/1681740/2702116/KDARInMiniBooNE-ICHEP2018.pdf)
#
# muon momentum [MeV]  efficiency
 48.0699286647242     0.4703824156106313
 49.41223751632673    0.49608612762139725
 50.41495026625139    0.501115846136593
 51.494021902943835   0.4977010205225973
 52.3621018788305     0.5187557984238482
 52.000401888877725   0.4947067399349557
 52.07274188686828    0.5075249523382304
 53.26462947280791    0.5264422691808583
 54.42781071033859    0.5349781316586295
 55.43052346026323    0.5394443198385107
 56.50959509695569    0.5369967477851295
 57.41786396061488    0.5516990019064708
 57.54646840148699    0.5418414264887293
 58.41454837737365    0.5473253336323876
 59.56642372999251    0.5509096712416215
 60.407917210891185   0.5742065717169451
 59.981915000502354   0.5640462038802287
 60.078368331156426   0.5525400919591791
 61.410629960815825   0.5683357631490411
 62.422926214747775   0.5746361746361746
 63.633362518120876   0.5773402329418926
 64.32231487993569    0.5918664043145371
 64.12940821862755    0.5783783783783784
 65.3833015171305     0.5919398085373189
 66.44428815432532    0.5907286388614189
 67.58794907493792    0.5872026145885066
 68.52607254094244    0.592609622070203
 69.33788807394755    0.6019227828356459
 70.46565009390288    0.6040148031849276
 71.26695468702903    0.6272105375839816
 70.92936802973978    0.6165302231692273
 71.31518135235606    0.6060334193114276
 71.94212800160756    0.6254121341258271
 71.94212800160756    0.6165302231692273
 72.28292976991861    0.5937871481439946
 72.6494524264041     0.6044185264102276
 73.00311463880237    0.5939217225524279
 73.67185773133728    0.6067332062352809
 74.64282125992163    0.6123828845820547
 75.37937396673456    0.6058866108658639
 76.28252788104089    0.6223658588803817
 75.99316788907866    0.6086576202758776
 77.38370340600824    0.6253448469216104
 78.32182687201274    0.62027908168987
 78.93499447402793    0.6084557586632275
 79.18255802270673    0.5964248065492879
 79.61016778860645    0.6149153302680274
 80.333567768512      0.6292658558218724
 79.94775444589571    0.5977570931927778
 80.04420777654978    0.6181451160704272
 80.04420777654978    0.6092632051138275
 81.46132978846734    0.6340145443879883
 82.26263438159349    0.64897488963879
 82.31086104692052    0.6365818100257934
 83.15482769014368    0.6464057418414265
 83.27860946448307    0.6259235168778737
 83.76730633979705    0.6393002130761467
 83.99879433336682    0.626623303801727
 84.66753742590173    0.6436065941460132
 84.09524766402089    0.6351014915330268
 85.59027428915904    0.6373219692721768
 86.35386315683712    0.6296848715935853
 87.29198662284163    0.6363126612089267
 88.20564344727913    0.6475237446191803
 88.9179141967246     0.6472131882920265
 89.22105323592312    0.6337461349909482
 90.39686526675374    0.6351687787372434
 91.31546841584016    0.6264502795623128
 92.33396965738973    0.6570707637097679
 91.9079674470009     0.6472131882920265
 91.9079674470009     0.6383312773354267
 91.95619411232794    0.626623303801727
 92.96895408419572    0.6520578669956263
 93.5959007334472     0.6448715935852866
 94.22284738269867    0.6338903218571268
 95.28383401989349    0.6523514838867536
 94.8980206972772     0.6379275541101267
 96.3448206570883     0.6506631867627718
 97.1228775243645     0.6351822361780868
 96.9717673063398     0.6480206347426264
 98.191212986752      0.6384754642016053
 99.37506279513715    0.6449927105528765
100.32908516179891    0.6506914191561495
101.539521465172      0.6498085518832407
102.22847382698683    0.663765840529326
102.68662714759368    0.6495345968375014
102.90364714156536    0.6617472244028261
103.57882045614387    0.6433594665959811
104.63980709333869    0.6379275541101267
105.67668039786999    0.6392396545923517
106.31970260223049    0.663664909723001
105.89370039184165    0.6536727598968263
107.32241535215512    0.6587697656162387
108.40148698884758    0.6643848828081194
109.28028400147359    0.6582482897835595
110.17984527278207    0.6503168105865201
111.21241262505202    0.6563546356077476
112.35607354566461    0.6619307349597806
113.41706018285943    0.6623344581850806
114.09866371948155    0.6457059549175732
114.64684014869889    0.6546820679600762
115.2110921330252    0.6467287204216665
115.51974279111825    0.6548435572501963
116.37743548524216    0.6454430172272496
117.17874007836832    0.6635456278609806
117.37164673967646    0.6494336660311764
117.85391339294685    0.6617472244028261
118.47764493117654    0.6481821240327464
119.3114303894973    0.6536279017606819

