# MiniBooNE muon reconstruction efficiencies
# taken from slide 42 of Johnathon Jordan's ICHEP 2018 talk
# (https://indico.cern.ch/event/686555/contributions/2975031/attachments/1681740/2702116/KDARInMiniBooNE-ICHEP2018.pdf)
#
# muon momentum [MeV]  efficiency
  0.5666633175926865  0.05372431762473251
  1.2739877423892274  0.07934686553773673
  1.3865166281523162  0.06149153302680266
  1.1936099668441678  0.05192329258719297
  2.0134632774037975  0.09847992088655977
  2.061689942730835   0.08765279802624193
  3.0744499145986133  0.09972779267385079
  3.4602632372149102  0.15426713020074012
  3.42168190495328    0.1417517102164404
  3.0744499145986133  0.13448469216104064
  3.0744499145986133  0.1256027812044409
  3.0744499145986133  0.11672087024784117
  3.219129910579724   0.10602220477739144
  4.463377876017281   0.15031064259280025
  4.3403998794333365  0.13912750925199047
  4.82668542148096    0.13401368173152395
  5.58223651160454    0.150303302170522
  6.450316487491209   0.18715222200699377
  6.28152315884658    0.17647190759223952
  6.064503164874912   0.16758999663563978
  6.08861649753843    0.15699226197151506
  7.125489802069728   0.18535381854883926
  7.511303124686025   0.17353573868096683
  8.289359991962224   0.15814287316361997
  8.138249773937508   0.1700123359874397
  9.395358183462273   0.15179096108556678
 10.40490304430825    0.1813532884072302
 10.06731638701899    0.17081978243803964
 10.115543052346025   0.1619378714814399
 10.115543052346025   0.15305596052484016
 11.465889681503063   0.17992190606298486
 12.430422988043807   0.2007687053330206
 12.063900331558324   0.1861612649994392
 13.332950582021214   0.21119210496803853
 14.373268648361586   0.22128518560053823
 15.583704951734697   0.22321063482889203
 16.385009544860843   0.2399298581871196
 16.143876218225664   0.22572614107883815
 17.44599618205566    0.24657294034887395
 18.410529488596403   0.2595654877812553
 18.589657102668255   0.2478155689773947
 19.43293479352959    0.25818548839295724
 19.5404113619727     0.24614300132972333
 20.532502762986034   0.26554793193797344
 20.14668944036974    0.25015139620948745
 21.59348940018085    0.26976867474792776
 22.303110332850103   0.29620468126692173
 22.02752938812418    0.2810362229449366
 22.02752938812418    0.27477851295278677
 23.38752135034663    0.2953280251205562
 23.34342839919048    0.2831701885643795
 24.390635989148997   0.31711439844219924
 24.21701999397166    0.3064707861388359
 24.56976360322085    0.29539723481632196
 24.101275997186775   0.28547717842323644
 25.413041294082184   0.3161601435460356
 25.28282929769918    0.3058652013008859
 25.492959768052707   0.2956279338022076
 25.73221413370112    0.2890739853395455
 26.51260926353863    0.3239042890495172
 26.078569275595292   0.3129303577436357
 26.126795940922335   0.30404844678703596
 27.656270184151218   0.3240327464393854
 28.59439365015573    0.33241000336436016
 29.406209183160854   0.34394364186895304
 30.46719582035567    0.3432463017525258
 31.528182457550486   0.3471000234485711
 32.671843378163075   0.34600682484499906
 33.360795739977895   0.3642766115795161
 33.167889078669745   0.3492654480206347
 34.42178237717271    0.3686808649464251
 35.426504571485985   0.3952226085006168
 35.04872902642419    0.3856005382976337
 35.06939759727864    0.37377721527099117
 36.06148899829197    0.3904452170012336
 36.736662312870486   0.38380213483947917
 37.83209656815604    0.38424518175555517
 38.79662987469679    0.3938480270430478
 39.34090224053049    0.408649464251124
 40.401888877725305   0.41393456829141473
 41.36642218426605    0.4269638178351871
 41.07706219230383    0.4166872266457328
 42.46759770923339    0.4283952001794325
 43.3919421280016     0.4441404059661321
 43.054355470712345   0.43041381630593245
 44.45292876519642    0.44542497986481383
 45.28391130621614    0.4567489928485779
 46.42218426605043    0.4724010317371313
 45.996182055661606   0.4623079511046316
 47.42489701597509    0.46833856678255015
 48.31106199135939    0.4931744267843853
 47.97347533407012    0.482494112369631
